Facility.ID,jurisdiction,State,Name,Address,City,Zipcode,County,County.FIPS,Latitude,Longitude,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Date
1672,state,Wisconsin,DODGE CORRECTIONAL INSTITUTION,1 W Lincoln St,Waupun,53963,Dodge,55027,43.6267,-88.73489,728,169,2,0,1/27/2021
351,state,Georgia,DODGE STATE PRISON,2971 Old Bethel Church Road,Chester,31012,Dodge,13091,32.3942334,-83.16745955,36,25,3,1,1/27/2021
1325,state,Texas,DOMINGUEZ UNIT,6535 Cagnon Rd,San Antonio,78252,Bexar,48029,29.36633408,-98.71135092,335,86,0,0,1/27/2021
1630,state,West Virginia,DONALD R KUHN JUVENILE CENTER,1 Lory Pl,Julian,25529,Boone,54005,,,0,0,0,0,1/27/2021
11,state,Alabama,DONALDSON CORRECTIONAL FACILITY,100 Warrior Ln,Bessemer,35023,Jefferson,1073,33.51366663,-87.18478369,45,26,2,0,1/27/2021
352,state,Georgia,DOOLY STATE PRISON,1412 Plunkett Road,Unadilla,31091,Houston,13093,32.28092423,-83.71567596,18,20,2,0,1/27/2021
605,state,Maryland,DORSEY RUN CORRECTIONAL FACILITY,2020 Toulson Road,Jessup,20794,Anne Arundel,24003,39.13906251,-76.77697334,88,59,1,0,1/27/2021
51,state,Arizona,DOUGLAS STATE PRISON,6911 N Bdi Blvd,Douglas,85607,Cochise,4003,31.46242829,-109.5912299,1127,0,0,0,1/27/2021
902,state,New York,DOWNSTATE CORRECTIONAL FACILITY,121 Red Schoolhouse Road,Fishkill,12524,Dutchess,36027,41.53235271,-73.94553439,9,0,0,0,1/27/2021
12,state,Alabama,DRAPER QUARANTINE INTAKE FACILITY,2828 AL-143,Elmore,36025,Elmore,1051,,,95,0,0,0,1/27/2021
1042,federal,Not Available,DRC DAY REPORTING CENTER GEO,,,,,,,,1,0,0,0,1/27/2021
1673,state,Wisconsin,DRUG ABUSE CORRECTIONAL CENTER,4280 N Sherman Rd,Winnebago,54985,Winnebago,55139,44.0774909,-88.5211878,81,27,0,0,1/27/2021
664,state,Michigan,DUANE WATERS HEALTH CENTER,3857 Cooper St,Jackson,49201,,26075,42.2983416,-84.3877459,26,0,2,0,1/27/2021
117,federal,California,DUBLIN FEDERAL CORRECTIONAL INSTITUTION,5701 8Th Street,Dublin,94568,Alameda,6001,37.71857929,-121.896971,289,0,0,0,1/27/2021
692,federal,Minnesota,DULUTH FEDERAL PRISON CAMP,4464 Ralston Dr,Duluth,55811,St. Louis,27137,,,214,0,0,0,1/27/2021
1326,state,Texas,DUNCAN UNIT,1502 S 1St St,Diboll,75941,Angelina,48005,31.1715679,-94.8031622,280,68,0,0,1/27/2021
665,state,Michigan,EARNEST C BROOKS CORRECTIONAL FACILITY,2400 S Sheridan Dr,Muskegon,49442,Muskegon,26121,43.21016802,-86.17885516,1005,97,2,0,1/27/2021
434,state,Idaho,EAST BOISE COMMUNITY REENTRY CENTER,2366 Old Penitentiary Rd,Boise,83712,Ada,16001,43.60314093,-116.1638439,0,5,0,0,1/27/2021
780,state,Montana,EAST BUTTE CONNECTIONS CORRECTIONS PROGRAM,471 E Mercury St,Butte,59701,,30093,46.0120474,-112.5261254,20,5,0,0,1/27/2021
845,state,New Jersey,EAST JERSEY STATE PRISON,1100 Woodbridge Rd,Rahway,7065,Middlesex,34023,40.59056403,-74.26959748,202,165,8,0,1/27/2021
722,state,Mississippi,EAST MISSISSIPPI CORRECTIONAL FACILITY MERIDIAN,10641 Hwy 80 W,Meridian,39307,Lauderdale,28075,32.33866728,-88.79875521,40,0,0,0,1/27/2021
459,state,Illinois,EAST MOLINE CORRECTIONAL CENTER,100 Hillcrest Road,East Moline,61244,Rock Island,17161,41.53372905,-90.41912151,346,68,0,0,1/27/2021
1327,state,Texas,EAST TEXAS UNIT,900 Industrial Dr,Henderson,75652,Rusk,48401,32.17522475,-94.80097262,85,78,0,0,1/27/2021
13,state,Alabama,EASTERLING CORRECTIONAL FACILITY,200 Wallace Dr,Clio,36017,Barbour,1005,31.68938149,-85.58555889,56,31,1,0,1/27/2021
903,state,New York,EASTERN CORRECTIONAL FACILITY,30 Institution Rd,Napanoch,12458,Ulster,36111,41.74152254,-74.361827,35,0,1,0,1/27/2021
608,state,Maryland,EASTERN CORRECTIONAL INSTITUTION,30420 Revells Neck Rd,Westover,21890,Somerset,24039,38.15738518,-75.70440049,1038,210,0,0,1/27/2021
978,state,North Carolina,EASTERN CORRECTIONAL INSTITUTION,2699 Hwy 903,Maury,28554,Greene,37079,35.47818749,-77.59895815,99,0,0,0,1/27/2021
558,state,Kentucky,EASTERN KENTUCKY CORRECTIONAL COMPLEX,200 Road To Justice,West Liberty,41472,Morgan,21175,37.90388911,-83.26930995,1037,168,1,0,1/27/2021
1138,state,Oregon,EASTERN OREGON CORRECTIONAL INSTITUTION,2500 Westgate Dr,Pendleton,97801,Umatilla,41059,45.67106704,-118.8169523,458,74,0,0,1/27/2021
609,state,Maryland,EASTERN PRERELEASE UNIT,700 Flat Iron Square Rd,Church Hill,21623,Queen Anne's,24035,,,0,2,0,0,1/27/2021
1631,state,West Virginia,EASTERN REGIONAL JAIL,94 Grapevine Road,Martinsburg,25405,Berkeley,54003,39.43576706,-77.95590945,280,0,0,0,1/27/2021
1328,state,Texas,EASTHAM UNIT,2665 Prison Road #1,Lovelady,75851,Houston,48225,30.97710413,-95.63164803,236,103,0,0,1/27/2021
1105,state,Oklahoma,EDDIE WARRIOR CORRECTIONAL CENTER,400 Oak St,Taft,74463,Muskogee,40101,35.76787268,-95.54451717,783,22,2,0,10/19/2020
904,state,New York,EDGECOMBE RESIDENTIAL TREATMENT FACILITY,611 Edgecombe Ave,New York,10032,New York,36061,40.83627181,-73.93783442,2,0,0,0,1/27/2021
1211,federal,South Carolina,EDGEFIELD FEDERAL CORRECTIONAL INSTITUTION,501 Gary Hill Rd,Edgefield,29824,Edgefield,45037,,,253,0,2,0,1/27/2021
501,state,Indiana,EDINBURGH CORRECTIONAL FACILITY,P.O. Box 470 -  23Rd & Schoolhouse Rd,Edinburgh,46124,Johnson,18081,39.35145302,-86.0386027,16,23,0,0,1/27/2021
846,state,New Jersey,EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN,30 County Rd 513 -  P.O. Box 4004,Clinton,8809,Hunterdon,34019,40.62888669,-74.93457377,154,138,2,0,1/27/2021
353,state,Georgia,EFFINGHAM COUNTY CORRECTIONAL INSTITUTION,321 GA-119,Springfield,31329,Effingham,13103,,,47,0,0,0,1/27/2021
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,1737 Southeast United States Highway 54,El Dorado,67042,Butler,20015,37.80325673,-96.81713261,950,228,2,1,1/27/2021
1330,county,Texas,EL PASO COUNTY JAIL,601 E Overland Ave,El Paso,79901,El Paso,48141,31.81063,-106.2531,0,0,1,0,1/27/2021
1106,federal,Oklahoma,EL RENO FEDERAL CORRECTIONAL INSTITUTION,4205 State Hwy 66 W,El Reno,73036,Canadian,40017,35.53333583,-98.00518587,433,0,1,0,1/27/2021
576,state,Louisiana,ELAYN HUNT CORRECTIONAL CENTER,6925 Hwy 74,St Gabriel,70776,Iberville,22047,30.26563691,-91.08621341,228,107,2,0,1/27/2021
14,state,Alabama,ELBA COMMUNITY BASED FACILITY,1620 Boswell St,Elba,36323,Coffee,1031,31.41312386,-86.08373748,1,8,0,0,1/27/2021
1600,state,Washington,ELEANOR CHASE HOUSE WORK RELEASE,427 W 7Th Ave,Spokane,99204,Spokane,53063,47.64912539,-117.4189942,0,4,0,0,1/27/2021
1739,state,Michigan,ELECTRONIC MONITORING CENTER,206 E Michigan Ave,Lansing,48933,Ingham,26065,44.844176,-85.660493,0,1,0,0,1/27/2021
460,state,Illinois,ELGIN TREATMENT CENTER,750 South State Street,Elgin,60123,Kane,17089,42.02130557,-88.28448575,0,18,0,0,1/27/2021
1071,federal,Ohio,ELKTON FEDERAL CORRECTIONAL INSTITUTION,8730 Scroggs Rd,Lisbon,44432,Columbiana,39029,40.77251073,-80.7047809,624,0,9,0,1/27/2021
1886,county,Texas,ELLIS COUNTY JAIL,300 S Jackson St,Waxahachie,75165,Ellis,48139,32.383485,-96.8479766,0,0,0,0,1/20/2021
1331,state,Texas,ELLIS UNIT,1697 Fm 980,Huntsville,77343,Walker,48471,30.88500117,-95.45508758,303,109,0,0,1/27/2021
539,state,Kansas,ELLSWORTH CORRECTIONAL FACILITY,1607 State Street,Ellsworth,67439,Ellsworth,20053,38.74301147,-98.23215008,581,86,3,0,1/27/2021
905,state,New York,ELMIRA CORRECTIONAL FACILITY,1879 Davis St,Elmira,14901,Chemung,36015,42.11483772,-76.83129164,618,0,0,0,1/27/2021
15,state,Alabama,ELMORE CORRECTIONAL FACILITY,3520 Marion Spillway Road,Elmore,36025,Elmore,1051,32.57430479,-86.32080582,27,18,0,0,1/27/2021
811,state,Nevada,ELY STATE PRISON,4569 N State Route,Ely,89301,White Pine,32033,39.38553748,-114.9384718,209,79,2,0,1/27/2021
354,state,Georgia,EMANUEL PROBATION DETENTION CENTER,121 Casa Drive,Twin City,30471,Emanuel,13107,32.57167374,-82.16113585,0,0,0,0,1/27/2021
355,state,Georgia,EMANUEL WOMENS FACILITY,714 Gumlog Road,Swainsboro,30401,Emanuel,13107,32.61303825,-82.3564078,27,16,0,0,1/27/2021
186,federal,Colorado,ENGLEWOOD FEDERAL CORRECTIONAL INSTITUTION,9595 West Quincy Ave,Littleton,80123,Jefferson,8059,39.64192027,-105.1055266,669,0,0,0,1/27/2021
1107,state,Oklahoma,ENID COMMUNITY CORRECTIONS CENTER,2020 E Maine Ave,Enid,73701,Garfield,40047,36.39570232,-97.84784197,47,0,0,0,10/19/2020
1333,state,Texas,ESTELLE UNIT,264 Fm 3478,Huntsville,77320,Walker,48471,30.88992256,-95.48534045,1053,237,0,0,1/27/2021
1334,state,Texas,ESTES UNIT,1100 Hwy 1807,Venus,76084,Johnson,48251,32.40745193,-97.09596986,372,43,0,0,1/27/2021
1212,federal,South Carolina,ESTILL FEDERAL CORRECTIONAL INSTITUTION,100 Prison Rd,Estill,29918,Hampton,45049,32.72103078,-81.25513265,2,0,0,0,1/27/2021
1213,state,South Carolina,EVANS CORRECTIONAL INSTITUTION,610 Hwy 9 W,Bennettsville,29512,Marlboro,45069,34.65247436,-79.71654753,78,38,2,0,1/27/2021
,,Florida,EVERGLADES CI,1599 SW 187TH AVE,Miami,33194,Miami-Dade,12086,,,374,118,0,0,12/16/2020
52,state,Arizona,EYMAN STATE PRISON,4374 E Butte Ave,Florence,85132,Pinal,4021,33.03691871,-111.3264441,1580,0,7,0,1/27/2021
847,federal,New Jersey,FAIRTON FEDERAL CORRECTIONAL INSTITUTION,655 Fairton Millville Rd,Fairton,8320,Cumberland,34011,39.3848261,-75.16020169,302,0,1,0,1/27/2021
1924,federal,District of Columbia,FAIRVIEW RRC,1430 G St NE,Washington,20002,DC,11001,38.9000642,-77.0170892,1,0,0,0,1/27/2021
1925,federal,Illinois,FAMILY GUIDANCE CENTERS RRC SPRINGFIELD,120 North 11th Street,Springfield,62703,Sangamon,17167,39.8023171,-89.6421053,1,0,0,0,1/27/2021
1964,county,Texas,FANNIN COUNTY PRIVATE JAIL,2389 Silo Road,Bonham,75418,Fannin,48147,33.5921878,-96.217813,0,0,0,0,1/20/2021
693,state,Minnesota,FARIBAULT CORRECTIONAL FACILITY,1101 Linden Ln,Faribault,55021,Rice,27131,44.28272455,-93.25602148,1118,141,7,0,1/27/2021
749,state,Missouri,FARMINGTON CORRECTIONAL CENTER,1012 W Columbia St,Farmington,63640,St. Francois,29187,37.76699296,-90.43638523,0,0,0,0,1/27/2021
1166,state,Pennsylvania,FAYETTE CORRECTIONAL INSTIUTION,48 Overlook Dr,Labelle,15450,Fayette,42051,40.0004935,-79.98798326,50,153,1,1,1/27/2021
1674,state,Wisconsin,FELMERS O CHANEY CORRECTIONAL CENTER,2825 N 30Th St,Milwaukee,53210,Milwaukee,55079,43.07007268,-87.95187077,22,3,0,0,1/27/2021
848,state,New Jersey,FENWICK HOUSE,369-371 Market St,Paterson,7501,Passaic,34031,,,1,0,0,0,1/27/2021
1337,state,Texas,FERGUSON UNIT,12120 Savage Dr,Midway,75852,Madison,48313,30.96032229,-95.70583814,368,150,0,0,1/27/2021
666,state,Michigan,FIELD OPERATIONS ADMINISTRATION METRO,PO Box 30003,Lansing,48909,Ingham,26065,,,0,53,0,1,1/27/2021
667,state,Michigan,FIELD OPERATIONS ADMINISTRATION OUTSTATE,PO Box 30003,Lansing,48909,Ingham,26065,,,0,52,0,0,1/27/2021
694,state,Minnesota,FIELD SERVICES,,,,,,,,0,54,0,0,1/27/2021
826,state,New Hampshire,FIELD SERVICES,105 Pleasant Street,Concord,3302,Merrimack,33013,,,0,12,0,0,1/27/2021
906,state,New York,FISHKILL CORRECTIONAL FACILITY,18 Strack Drive,Beacon,12508,Dutchess,36027,41.52315588,-73.95039699,140,0,6,0,1/27/2021
907,state,New York,FIVE POINTS CORRECTIONAL FACILITY,6600 State Route 96,Romulus,14541,Seneca,36099,42.71197819,-76.84040036,21,0,0,0,1/27/2021
1675,state,Wisconsin,FLAMBEAU CORRECTIONAL CENTER,N671 County Rd M,Hawkins,54530,Sawyer,55113,45.6564397,-90.741727,14,6,0,0,1/27/2021
849,state,New Jersey,FLETCHER HOUSE,517 Penn St,Camden,8102,Camden,34007,,,1,0,0,0,1/27/2021
187,federal,Colorado,FLORENCE ADMAX UNITED STATES PENITENTIARY,5880 CO-67,Florence,81226,Fremont,8043,,,4,0,0,0,1/27/2021
188,federal,Colorado,FLORENCE FEDERAL CORRECTIONAL INSTITUTION,5880 CO-67,Florence,81226,Fremont,8043,,,667,0,1,0,1/27/2021
189,federal,Colorado,FLORENCE HIGH UNITED STATES PENITENTIARY,5880 Hwy 67 S,Florence,81226,Fremont,8043,,,78,0,0,0,1/27/2021
812,state,Nevada,FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER,4370 Smiley Rd,Las Vegas,89115,Clark,32003,36.25751807,-115.0769684,67,75,0,1,1/27/2021
53,state,Arizona,FLORENCE STATE PRISON,1305 E. Butte Ave,Florence,85132,Pinal,4021,33.02816949,-111.3707281,413,0,13,0,1/27/2021
54,state,Arizona,FLORENCE WEST STATE PRISON,915 East Diversion Dam Road -  Po Box 1599,Florence,85132,Pinal,4021,33.037233,-111.376527,0,0,0,0,1/27/2021
,,Florida,FLORIDA STATE PRISON,7819 NW 228TH STREET,Raiford,32026,Bradford,12007,,,152,83,0,0,12/16/2020
356,state,Georgia,FLOYD COUNTY CORRECTIONAL INSTITUTION,329 Blacks Bluff Rd SW,Rome,30161,Floyd,13115,,,0,0,0,0,1/27/2021
1541,state,Virginia,FLUVANNA CORRECTIONAL CENTER FOR WOMEN,144 Prison Lane,Troy,22974,Fluvanna,51065,37.98263929,-78.27017941,490,0,0,0,1/27/2021
120,state,California,FOLSOM STATE PRISON,300 Prison Road,Folsom,95671,Sacramento,6067,38.69538339,-121.1630324,1353,202,2,0,1/27/2021
979,state,North Carolina,FOOTHILLS CORRECTIONAL INSTITUTION,5150 Western Ave,Morganton,28655,Burke,37023,35.67991917,-81.69067652,98,0,0,0,1/27/2021
750,state,Missouri,FORDLAND OCC,929 Honor Camp Ln,Fordland,65652,Webster,29225,,,0,0,0,0,1/27/2021
1167,state,Pennsylvania,FOREST CORRECTIONAL INSTITUTION,286 Woodland Dr,Marienville,16239,Forest,42053,41.48072071,-79.09728781,940,135,4,0,1/27/2021
1338,state,Texas,FORMBY STATE JAIL,986 County Rd Aa,Plainview,79072,Hale,48189,34.1802992,-101.6462696,216,103,0,0,1/27/2021
79,federal,Arkansas,FORREST CITY LOW FEDERAL CORRECTIONAL INSTITUTION,1400 Dale Bumpers Road,Forrest City,72335,St Francis,5123,34.98233926,-90.80306156,728,0,0,0,1/27/2021
80,federal,Arkansas,FORREST CITY MEDIUM FEDERAL CORRECTIONAL INSTITUTION,1400 Dale Bumpers Road,Forrest City,72335,St Francis,5123,34.98233926,-90.80306156,381,0,1,0,1/27/2021
980,state,North Carolina,FORSYTH CORRECTIONAL CENTER,307 Craft Dr,Winston-Salem,27105,Forsyth,37067,36.1445991,-80.26255017,127,0,0,0,1/27/2021
1339,county,Texas,FORT BEND COUNTY JAIL,1410 Williams Way Blvd,Richmond,77469,Fort Bend,48157,29.57351,-95.75319,0,0,0,0,1/27/2021
850,federal,New Jersey,FORT DIX FEDERAL CORRECTIONAL INSTITUTION,5756 Hartford & Pointvile Rd,Fort Dix,8640,Burlington,34005,39.99963048,-74.61453854,1631,0,1,0,1/27/2021
528,state,Iowa,FORT DODGE CORRECTIONAL FACILITY,1550 L Street,Fort Dodge,50501,Webster,19187,42.48489252,-94.19609253,556,89,4,0,1/27/2021
1340,state,Texas,FORT STOCKTON UNIT,1536 Interstate Hwy 10 E,Fort Stockton,79735,Pecos,48371,30.89966139,-102.8646747,108,26,0,0,1/27/2021
1341,federal,Texas,FORT WORTH FEDERAL MEDICAL CENTER,3150 Horton Rd,Fort Worth,76119,Tarrant,48439,32.67986206,-97.28768938,661,0,14,0,1/27/2021
1494,state,Utah,FORTITUDE TREATMENT CENTER,1747 S 900 W,Salt Lake City,84104,,49035,40.732392,-111.915695,59,0,0,0,1/27/2021
16,state,Alabama,FOUNTAIN CORRECTIONAL FACILITY,9677 Al Hwy 21 N,Atmore,36503,Escambia,1053,31.15658,-87.46372,27,45,1,0,1/27/2021
190,state,Colorado,FOUR MILE CORRECTIONAL FACILITY,E Us Highway 50 & Evans Blvd,Canon City,81212,Fremont,8043,38.42976983,-105.1478509,401,0,0,0,1/27/2021
1676,state,Wisconsin,FOX LAKE CORRECTIONAL INSTITUTION,W 10237 Lake Emily Rd,Fox Lake,53933,Dodge,55027,43.61455689,-88.91207342,893,142,2,0,1/27/2021
461,state,Illinois,FOX VALLEY ADULT TRANSITION CENTER,1329 N Lake St,Aurora,60506,Kane,17089,41.78792125,-88.3202916,4,9,0,0,1/27/2021
1168,state,Pennsylvania,FRACKVILLE CORRECTIONAL INSTITUTION,1111 Altamont Blvd,Frackville,17931,Schuylkill,42107,40.77162246,-76.20882035,91,156,1,0,1/27/2021
17,state,Alabama,FRANK LEE COMMUNITY BASED FACILITY,5305 Ingram Rd.,Deatsville,36022,Elmore,1051,32.58235451,-86.39221844,25,22,0,0,1/27/2021
,,Florida,FRANKLIN CI,1760 HWY 67 NORTH,Carrabelle,32322,Franklin,12037,,,322,48,0,0,12/16/2020
981,state,North Carolina,FRANKLIN CORRECTIONAL CENTER,5918 Hwy 39 S,Bunn,27508,Franklin,37069,35.94586746,-78.24921097,11,0,0,0,1/27/2021
908,state,New York,FRANKLIN CORRECTIONAL FACILITY,62 Bare Hill Rd,Malone,12953,Franklin,36033,44.86892746,-74.31343704,155,0,0,0,1/27/2021
1072,state,Ohio,FRANKLIN MEDICAL CENTER,1800 Harmon Ave,Columbus,43223,Franklin,39049,39.92211409,-83.01475812,176,249,14,0,1/27/2021
191,state,Colorado,FREMONT CORRECTIONAL FACILITY,E Us Highway 50 Evans Blvd,Canon City,81215,Fremont,8043,38.4226424,-105.161617,768,0,4,0,1/27/2021
,state,California,FRESNO COUNTY,1225 M St,Fresno,93721,Fresno,6019,,,0,18,0,0,1/20/2021
1887,county,Texas,FRIO COUNTY JAIL,502 S Cedar St,Pearsall,78061,Frio,48163,28.88728497,-99.09138521,0,0,0,0,1/27/2021
751,state,Missouri,FULTON CTCC,689 E 2nd St,Fulton,65251,Callaway,29027,,,0,0,0,0,1/27/2021
752,state,Missouri,FULTON RECEPTION AND DIAGNOSTIC CENTER,1393 Hwy O,Fulton,65251,Callaway,29027,38.84598745,-91.9221143,0,0,0,0,1/27/2021
,,Florida,FWRC,3700 NW 111TH PLACE,Ocala,34482,Marion,12083,,,490,59,0,0,12/16/2020
668,state,Michigan,G ROBERT COTTON CORRECTIONAL FACILITY,3500 N Elm Rd,Jackson,49201,Jackson,26075,42.28816782,-84.38996269,932,110,4,0,1/27/2021
,,Florida,GADSDEN CF,6044 GREENSBORO HWY,Quincy,32351,Gadsden,12039,,,92,35,0,0,12/16/2020
,,Florida,GADSDEN RE ENTRY CENTER,630 OPPORTUNITY LANE,Havana,32333,Gadsden,12039,,,206,35,0,0,12/16/2020
782,state,Montana,GALLATIN REENTRY PROGRAM BOZEMAN,605 South 16Th Ave,Bozeman,59715,Gallatin,30031,45.67416096,-111.0586248,2,2,0,0,1/27/2021
1926,federal,California,GARDEN GROVE CCC,11112 Barclay Dr,Garden Grove,90802,Orange,6059,33.775628,-117.938497,11,0,0,0,1/27/2021
852,state,New Jersey,GARDEN STATE YOUTH CORRECTIONAL FACILITY,55 Hogback Rd,Crosswicks,8515,Burlington,34005,40.15916829,-74.67634386,482,150,1,0,1/27/2021
209,state,Connecticut,GARNER CORRECTIONAL INSTITUTION,50 Nunnawauk Rd,Newtown,6470,Fairfield,9001,41.40035888,-73.2721123,93,0,0,0,1/27/2021
853,state,New Jersey,GARRETT HOUSE,509 Cooper St,Camden,8102,Camden,34007,,,4,0,0,0,1/27/2021
1345,state,Texas,GARZA WEST UNIT,4250 Hwy 202,Beeville,78102,Bee,48025,28.37766919,-97.66657027,112,133,0,0,1/27/2021
982,state,North Carolina,GASTON CORRECTIONAL CENTER,520 Justice Court,Dallas,28034,Gaston,37071,35.31350117,-81.19417808,76,0,0,0,1/27/2021
1632,state,West Virginia,GENE SPADARO JUVENILE CENTER,106 Martin Dr.,Mount Hope,25880,Fayette,54019,37.88538334,-81.16668818,0,0,0,0,1/27/2021
462,state,Illinois,GENERAL OFFICE,1301 Concordia Court,Springfield,62794,Sangamon,17167,,,0,25,0,0,1/27/2021
1043,federal,Not Available,GEO CARE,,,,,,,,9,0,0,0,1/27/2021
123,federal,California,GEO CARE EL MONTE,11750 Ramona Blvd -,El Monte,91732,Los Angeles,6037,,,8,0,0,0,1/27/2021
1044,federal,Utah,GEO CARE INC,1585 2100 S,Salt Lake City,84119,Salt Lake,49035,,,17,0,0,0,1/27/2021
1927,federal,Alaska,GEO CARE INC CORDOVA CENTER,130 Cordova Street,Anchorage,99501,Anchorage,2020,61.2207958,-149.8818069,1,0,0,0,1/27/2021
1976,federal,New York,GEO CARE RRC BRONX,2534 Creston Ave,Bronx,10468,Bronx,36005,40.8635948,-73.899458,2,0,1,0,1/27/2021
1046,federal,Kansas,GEO REENTRY INC,4715 Brewer Pl,Leavenworth,66048,Leavenworth,20103,,,26,0,0,0,1/27/2021
1928,federal,California,GEO REENTRY MARVIN GARDENS,9411 South Central Avenue,Los Angeles,90002,Los Angeles,6037,33.9510247,-118.2572722,11,0,0,0,1/27/2021
125,federal,California,GEO REENTRY OF ALASKA INC RRC OAKLAND,205 MacArthur Blvd,Oakland,94610,Alameda,6001,,,4,0,0,0,1/27/2021
126,federal,California,GEO TAYLOR ST FACILITY RRC,111 Taylor Street,San Francisco,94102,San Francisco,6075,,,7,0,0,0,1/27/2021
723,state,Mississippi,GEORGE COUNTY CORRECTIONAL FACILITY,154 Industrial Park Rd,Lucedale,39452,George,28039,30.93037593,-88.58691025,235,0,0,0,1/27/2021
357,state,Georgia,GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON,2978 State Hwyy 36 W Prison Blvd,Jackson,30233,Butts,13035,33.22107373,-84.06161828,152,53,5,0,1/27/2021
358,state,Georgia,GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON SPECIAL MANAGEMENT UNIT,2978 State Hwyy 36 W Prison Blvd,Jackson,30233,Butts,13035,33.22107373,-84.06161828,0,12,0,0,1/27/2021
359,state,Georgia,GEORGIA STATE PRISON,300 1St Avenue South,Reidsville,30453,Tattnall,13267,32.00512895,-82.16473427,30,34,3,0,1/27/2021
1542,federal,Virginia,GHENT RRC,300 West 20th Street,Norfolk,23517,Norfolk,51710,,,2,0,0,0,1/27/2021
1348,federal,Texas,GILES W DALBY CORRECTIONAL INSTITUTION,805 NORTH AVENUE F,Post,79356,Garza,48169,,,0,0,3,0,1/27/2021
1633,federal,West Virginia,GILMER FEDERAL CORRECTIONAL INSTITUTION,201 Fci Lane,Glenville,26351,Gilmer,54021,38.91586343,-80.78460728,333,0,0,0,1/27/2021
1349,state,Texas,GIST STATE JAIL,3295 Fm 3514,Beaumont,77705,Jefferson,48245,29.99535145,-94.04945853,366,78,0,0,1/27/2021
1350,state,Texas,GLOSSBRENNER UNIT,5100 S Fm 1329,San Diego,78384,Duval,48131,27.7095585,-98.2563714,46,30,0,0,1/27/2021
1047,federal,Not Available,GLYNCO,,,,,,,,0,0,0,0,1/27/2021
1214,state,South Carolina,GOODMAN CORRECTIONAL INSTITUTION,4556 Broad River Rd,Columbia,29210,Richland,45079,34.0691385,-81.116763,80,13,1,0,1/27/2021
1351,state,Texas,GOODMAN UNIT,349 Private Rd 8430,Jasper,75951,Jasper,48241,30.91440344,-93.94563445,17,65,0,0,1/27/2021
1677,state,Wisconsin,GORDON CORRECTIONAL CENTER,10401 E County Rd G,Gordon,54838,Douglas,55031,46.2325972,-91.75377162,48,11,0,0,1/27/2021
1352,state,Texas,GOREE UNIT,7405 State Hwy 75 S,Huntsville,77344,Walker,48471,30.67363887,-95.51472109,276,86,0,0,1/27/2021
910,state,New York,GOUVERNEUR CORRECTIONAL FACILITY,112 Scotch Settlement Rd,Gouverneur,13642,St Lawrence,36089,44.34018935,-75.441885,176,0,0,0,1/27/2021
911,state,New York,GOWANDA CORRECTIONAL FACILITY,P O Box 350 -  South Rd,Gowanda,14070,Erie,36029,42.4869841,-78.935972,68,0,0,0,1/27/2021
,,Florida,GRACEVILLE CF,5230 EZELL RD,Graceville,32440,Jackson,12063,,,676,71,0,0,12/16/2020
1073,state,Ohio,GRAFTON CORRECTIONAL INSTITUTION,2000 S Avon-Belden Rd,Grafton,44044,Lorain,39093,41.28315407,-82.02518911,126,183,5,0,1/27/2021
463,state,Illinois,GRAHAM CORRECTIONAL CENTER,12078 Illinois Route 185,Hillsboro,62049,Montgomery,17135,39.12648969,-89.47493262,703,176,0,0,1/27/2021
1353,federal,Texas,GRAND PRAIRIE,1525 Arkansas Ln,Grand Prairie,75051,Dallas,48113,32.7046548,-97.02923773,0,0,0,0,1/27/2021
1929,federal,Montana,GREAT FALLS PRE-RELEASE CENTER,1019 15th St N,Great Falls,59401,Cascade,30013,47.5164824,-111.2782912,2,0,0,0,1/27/2021
783,state,Montana,GREAT FALLS REGIONAL PRISON,3800 Ulm North Frontage Rd,Great Falls,59404,Cascade,30013,47.46897214,-111.3676251,11,0,0,0,1/27/2021
784,state,Montana,GREAT FALLS TRANSITION CENTER,1019 15Th St N,Great Falls,59401,Cascade,30013,47.51679353,-111.2799605,2,0,0,0,1/27/2021
912,state,New York,GREAT MEADOW CORRECTIONAL FACILITY,11739 State Route 22,Comstock,12821,Washington,36115,43.45758749,-73.43299875,70,0,0,0,1/27/2021
1108,federal,Oklahoma,GREAT PLAINS CORRECTIONAL INSTITUTION,700 Sugar Creek Drive,Hinton,73047,Caddo,40015,35.44718802,-98.36775912,0,0,1,0,1/27/2021
1678,state,Wisconsin,GREEN BAY CORRECTIONAL INSTITUTION,2833 Riverside Dr,Green Bay,54307,Brown,55009,44.46991007,-88.03544941,481,138,1,0,1/27/2021
913,state,New York,GREEN HAVEN CORRECTIONAL FACILITY,594 State Route 216,Stormville,12582,Dutchess,36027,41.58036953,-73.71652393,158,0,3,0,1/27/2021
559,state,Kentucky,GREEN RIVER CORRECTIONAL COMPLEX,1200 River Rd,Central City,42330,Muhlenberg,21177,37.3143803,-87.11341674,368,69,3,0,1/27/2021
