date,county,fips,Staff Confirmed Cases,Patients Confirmed Cases,Staff Deaths,Patients Deaths,state,state2
2021-01-07,Yolo,113,260,283,2,41,California,CA
2021-01-07,Yuba,115,23,12,0,1,California,CA
2021-01-08,Alameda,1,1707,2518,8,155,California,CA
2021-01-08,Amador,5,29,62,0,19,California,CA
2021-01-08,Butte,7,328,534,1,34,California,CA
2021-01-08,Calaveras,9,21,58,0,1,California,CA
2021-01-08,Colusa,11,72,43,0,2,California,CA
2021-01-08,Contra Costa,13,732,1097,4,100,California,CA
2021-01-08,Del Norte,15,12,1,0,0,California,CA
2021-01-08,El Dorado,17,162,208,0,17,California,CA
2021-01-08,Fresno,19,1494,1672,4,167,California,CA
2021-01-08,Glenn,21,48,74,0,2,California,CA
2021-01-08,Humboldt,23,31,60,1,3,California,CA
2021-01-08,Imperial,25,144,174,1,21,California,CA
2021-01-08,Inyo,27,36,66,0,12,California,CA
2021-01-08,Kern,29,988,1030,0,70,California,CA
2021-01-08,Kings,31,139,133,0,23,California,CA
2021-01-08,Lake,33,60,106,0,13,California,CA
2021-01-08,Lassen,35,13,33,0,1,California,CA
2021-01-08,Los Angeles,37,18721,23142,88,2704,California,CA
2021-01-08,Madera,39,193,302,0,25,California,CA
2021-01-08,Marin,41,357,421,2,48,California,CA
2021-01-08,Mariposa,43,1,0,0,0,California,CA
2021-01-08,Mendocino,45,5,29,1,2,California,CA
2021-01-08,Merced,47,198,222,1,6,California,CA
2021-01-08,Modoc,49,46,44,0,2,California,CA
2021-01-08,Monterey,53,404,501,0,24,California,CA
2021-01-08,Napa,55,169,77,2,17,California,CA
2021-01-08,Nevada,57,138,208,0,42,California,CA
2021-01-08,Orange,59,4727,5246,17,564,California,CA
2021-01-08,Placer,61,389,617,1,30,California,CA
2021-01-08,Plumas,63,2,1,0,1,California,CA
2021-01-08,Riverside,65,3005,3745,12,263,California,CA
2021-01-08,Sacramento,67,2008,2875,6,185,California,CA
2021-01-08,San Benito,69,27,17,1,3,California,CA
2021-01-08,San Bernardino,71,2925,3834,11,287,California,CA
2021-01-08,San Diego,73,3987,4847,10,303,California,CA
2021-01-08,San Francisco,75,527,675,3,42,California,CA
2021-01-08,San Joaquin,77,1490,1980,3,179,California,CA
2021-01-08,San Luis Obispo,79,242,284,0,37,California,CA
2021-01-08,San Mateo,81,567,848,5,86,California,CA
2021-01-08,Santa Barbara,83,546,471,1,19,California,CA
2021-01-08,Santa Clara,85,2269,2837,8,238,California,CA
2021-01-08,Santa Cruz,87,281,502,0,57,California,CA
2021-01-08,Shasta,89,397,336,0,43,California,CA
2021-01-08,Sierra,91,1,0,0,0,California,CA
2021-01-08,Siskiyou,93,1,1,0,0,California,CA
2021-01-08,Solano,95,253,413,1,21,California,CA
2021-01-08,Sonoma,97,579,672,1,35,California,CA
2021-01-08,Stanislaus,99,1224,1586,1,153,California,CA
2021-01-08,Sutter,101,223,257,0,5,California,CA
2021-01-08,Tehama,103,20,57,0,13,California,CA
2021-01-08,Trinity,105,11,1,0,1,California,CA
2021-01-08,Tulare,107,761,973,1,141,California,CA
2021-01-08,Tuolumne,109,27,45,0,2,California,CA
2021-01-08,Ventura,111,1035,1131,1,46,California,CA
2021-01-08,Yolo,113,260,283,2,41,California,CA
2021-01-08,Yuba,115,24,22,0,2,California,CA
2021-01-09,Alameda,1,1717,2541,8,156,California,CA
2021-01-09,Amador,5,29,62,0,19,California,CA
2021-01-09,Butte,7,333,534,1,34,California,CA
2021-01-09,Calaveras,9,21,58,0,1,California,CA
2021-01-09,Colusa,11,72,43,0,2,California,CA
2021-01-09,Contra Costa,13,738,1107,4,103,California,CA
2021-01-09,Del Norte,15,14,1,0,0,California,CA
2021-01-09,El Dorado,17,166,209,0,20,California,CA
2021-01-09,Fresno,19,1498,1678,4,168,California,CA
2021-01-09,Glenn,21,50,74,0,2,California,CA
2021-01-09,Humboldt,23,31,60,1,3,California,CA
2021-01-09,Imperial,25,144,174,1,21,California,CA
2021-01-09,Inyo,27,37,66,0,12,California,CA
2021-01-09,Kern,29,990,1030,0,70,California,CA
2021-01-09,Kings,31,140,133,0,23,California,CA
2021-01-09,Lake,33,61,108,0,13,California,CA
2021-01-09,Lassen,35,13,33,0,1,California,CA
2021-01-09,Los Angeles,37,18860,23234,88,2721,California,CA
2021-01-09,Madera,39,193,302,0,25,California,CA
2021-01-09,Marin,41,357,422,2,48,California,CA
2021-01-09,Mariposa,43,1,0,0,0,California,CA
2021-01-09,Mendocino,45,5,29,1,2,California,CA
2021-01-09,Merced,47,198,222,1,6,California,CA
2021-01-09,Modoc,49,46,45,0,2,California,CA
2021-01-09,Monterey,53,415,507,0,25,California,CA
2021-01-09,Napa,55,177,89,2,18,California,CA
2021-01-09,Nevada,57,138,208,0,44,California,CA
2021-01-09,Orange,59,4753,5269,17,566,California,CA
2021-01-09,Placer,61,396,617,1,30,California,CA
2021-01-09,Plumas,63,2,1,0,1,California,CA
2021-01-09,Riverside,65,3023,3755,12,264,California,CA
2021-01-09,Sacramento,67,2012,2878,6,185,California,CA
2021-01-09,San Benito,69,27,17,1,3,California,CA
2021-01-09,San Bernardino,71,2941,3857,11,288,California,CA
2021-01-09,San Diego,73,4022,4894,10,303,California,CA
2021-01-09,San Francisco,75,531,680,3,43,California,CA
2021-01-09,San Joaquin,77,1496,1983,3,179,California,CA
2021-01-09,San Luis Obispo,79,244,291,0,37,California,CA
2021-01-09,San Mateo,81,568,848,5,87,California,CA
2021-01-09,Santa Barbara,83,552,477,1,19,California,CA
2021-01-09,Santa Clara,85,2273,2844,8,240,California,CA
2021-01-09,Santa Cruz,87,282,502,0,57,California,CA
2021-01-09,Shasta,89,399,345,0,43,California,CA
2021-01-09,Sierra,91,1,0,0,0,California,CA
2021-01-09,Siskiyou,93,1,1,0,0,California,CA
2021-01-09,Solano,95,259,450,1,21,California,CA
2021-01-09,Sonoma,97,591,690,1,35,California,CA
2021-01-09,Stanislaus,99,1229,1588,1,153,California,CA
2021-01-09,Sutter,101,226,261,0,5,California,CA
2021-01-09,Tehama,103,20,57,0,13,California,CA
2021-01-09,Trinity,105,11,1,0,1,California,CA
2021-01-09,Tulare,107,770,977,1,141,California,CA
2021-01-09,Tuolumne,109,27,46,0,2,California,CA
2021-01-09,Ventura,111,1043,1153,1,46,California,CA
2021-01-09,Yolo,113,261,283,2,41,California,CA
2021-01-09,Yuba,115,28,29,0,2,California,CA
2021-01-10,Alameda,1,1726,2550,8,156,California,CA
2021-01-10,Amador,5,29,62,0,19,California,CA
2021-01-10,Butte,7,333,534,1,34,California,CA
2021-01-10,Calaveras,9,21,58,0,1,California,CA
2021-01-10,Colusa,11,72,43,0,2,California,CA
2021-01-10,Contra Costa,13,740,1111,4,104,California,CA
2021-01-10,Del Norte,15,14,1,0,0,California,CA
2021-01-10,El Dorado,17,184,210,0,20,California,CA
2021-01-10,Fresno,19,1502,1679,4,168,California,CA
2021-01-10,Glenn,21,50,74,0,2,California,CA
2021-01-10,Humboldt,23,31,60,1,3,California,CA
2021-01-10,Imperial,25,144,174,1,21,California,CA
2021-01-10,Inyo,27,37,66,0,12,California,CA
2021-01-10,Kern,29,1006,1069,0,72,California,CA
2021-01-10,Kings,31,142,133,0,23,California,CA
2021-01-10,Lake,33,61,110,0,13,California,CA
2021-01-10,Lassen,35,13,33,0,1,California,CA
2021-01-10,Los Angeles,37,18954,23326,88,2743,California,CA
2021-01-10,Madera,39,194,302,0,25,California,CA
2021-01-10,Marin,41,357,422,2,48,California,CA
2021-01-10,Mariposa,43,1,0,0,0,California,CA
2021-01-10,Mendocino,45,5,29,1,2,California,CA
2021-01-10,Merced,47,199,222,1,6,California,CA
2021-01-10,Modoc,49,46,45,0,2,California,CA
2021-01-10,Monterey,53,424,525,0,25,California,CA
2021-01-10,Napa,55,177,89,2,18,California,CA
2021-01-10,Nevada,57,139,208,0,45,California,CA
2021-01-10,Orange,59,4763,5295,17,568,California,CA
2021-01-10,Placer,61,397,617,1,30,California,CA
2021-01-10,Plumas,63,2,1,0,1,California,CA
2021-01-10,Riverside,65,3032,3765,12,264,California,CA
2021-01-10,Sacramento,67,2015,2884,6,185,California,CA
2021-01-10,San Benito,69,27,17,1,3,California,CA
2021-01-10,San Bernardino,71,2944,3860,11,290,California,CA
2021-01-10,San Diego,73,4078,4935,10,316,California,CA
2021-01-10,San Francisco,75,540,681,3,43,California,CA
2021-01-10,San Joaquin,77,1500,1983,3,182,California,CA
2021-01-10,San Luis Obispo,79,244,295,0,37,California,CA
2021-01-10,San Mateo,81,569,855,5,99,California,CA
2021-01-10,Santa Barbara,83,555,482,1,19,California,CA
2021-01-10,Santa Clara,85,2289,2850,8,241,California,CA
2021-01-10,Santa Cruz,87,282,502,0,57,California,CA
2021-01-10,Shasta,89,399,345,0,44,California,CA
2021-01-10,Sierra,91,1,0,0,0,California,CA
2021-01-10,Siskiyou,93,1,1,0,0,California,CA
2021-01-10,Solano,95,260,450,1,21,California,CA
2021-01-10,Sonoma,97,592,690,1,35,California,CA
2021-01-10,Stanislaus,99,1231,1588,1,155,California,CA
2021-01-10,Sutter,101,232,261,0,5,California,CA
2021-01-10,Tehama,103,20,57,0,13,California,CA
2021-01-10,Trinity,105,11,1,0,1,California,CA
2021-01-10,Tulare,107,779,977,1,143,California,CA
2021-01-10,Tuolumne,109,27,46,0,2,California,CA
2021-01-10,Ventura,111,1050,1155,1,46,California,CA
2021-01-10,Yolo,113,261,283,2,41,California,CA
2021-01-10,Yuba,115,28,32,0,2,California,CA
2021-01-11,Alameda,1,1751,2585,8,156,California,CA
2021-01-11,Amador,5,29,62,0,19,California,CA
2021-01-11,Butte,7,335,535,1,35,California,CA
2021-01-11,Calaveras,9,21,58,0,1,California,CA
2021-01-11,Colusa,11,73,43,0,2,California,CA
2021-01-11,Contra Costa,13,763,1146,4,105,California,CA
2021-01-11,Del Norte,15,14,1,0,0,California,CA
2021-01-11,El Dorado,17,186,211,0,20,California,CA
2021-01-11,Fresno,19,1519,1698,4,173,California,CA
2021-01-11,Glenn,21,50,74,0,2,California,CA
2021-01-11,Humboldt,23,31,60,1,3,California,CA
2021-01-11,Imperial,25,144,174,1,21,California,CA
2021-01-11,Inyo,27,38,66,0,12,California,CA
2021-01-11,Kern,29,1015,1087,0,72,California,CA
2021-01-11,Kings,31,147,133,0,24,California,CA
2021-01-11,Lake,33,61,110,0,13,California,CA
2021-01-11,Lassen,35,14,33,0,1,California,CA
2021-01-11,Los Angeles,37,19257,23672,92,2770,California,CA
2021-01-11,Madera,39,194,302,0,25,California,CA
2021-01-11,Marin,41,372,423,2,49,California,CA
2021-01-11,Mariposa,43,1,0,0,0,California,CA
2021-01-11,Mendocino,45,5,29,1,2,California,CA
2021-01-11,Merced,47,199,222,1,6,California,CA
2021-01-11,Modoc,49,46,45,0,2,California,CA
2021-01-11,Monterey,53,427,526,0,25,California,CA
2021-01-11,Napa,55,179,100,2,18,California,CA
2021-01-11,Nevada,57,140,208,0,45,California,CA
2021-01-11,Orange,59,4859,5434,17,565,California,CA
2021-01-11,Placer,61,409,629,1,30,California,CA
2021-01-11,Plumas,63,2,1,0,1,California,CA
2021-01-11,Riverside,65,3075,3827,12,265,California,CA
2021-01-11,Sacramento,67,2052,2936,6,186,California,CA
2021-01-11,San Benito,69,27,17,1,3,California,CA
2021-01-11,San Bernardino,71,2966,3907,11,292,California,CA
2021-01-11,San Diego,73,4279,5058,12,333,California,CA
2021-01-11,San Francisco,75,559,685,3,44,California,CA
2021-01-11,San Joaquin,77,1503,2001,3,182,California,CA
2021-01-11,San Luis Obispo,79,244,296,0,38,California,CA
2021-01-11,San Mateo,81,579,937,5,102,California,CA
2021-01-11,Santa Barbara,83,580,489,1,19,California,CA
2021-01-11,Santa Clara,85,2337,2870,9,242,California,CA
2021-01-11,Santa Cruz,87,296,513,0,57,California,CA
2021-01-11,Shasta,89,412,363,0,45,California,CA
2021-01-11,Sierra,91,1,0,0,0,California,CA
2021-01-11,Siskiyou,93,1,1,0,0,California,CA
2021-01-11,Solano,95,263,468,1,21,California,CA
2021-01-11,Sonoma,97,599,704,1,35,California,CA
2021-01-11,Stanislaus,99,1248,1589,1,158,California,CA
2021-01-11,Sutter,101,234,263,0,5,California,CA
2021-01-11,Tehama,103,20,57,0,13,California,CA
2021-01-11,Trinity,105,11,1,0,1,California,CA
2021-01-11,Tulare,107,779,977,1,144,California,CA
2021-01-11,Tuolumne,109,30,56,0,2,California,CA
2021-01-11,Ventura,111,1062,1163,1,48,California,CA
2021-01-11,Yolo,113,261,283,2,41,California,CA
2021-01-11,Yuba,115,29,36,0,2,California,CA
2021-01-12,Alameda,1,1734,2549,9,157,California,CA
2021-01-12,Amador,5,29,62,0,19,California,CA
2021-01-12,Butte,7,336,542,1,35,California,CA
2021-01-12,Calaveras,9,21,58,0,1,California,CA
2021-01-12,Colusa,11,73,43,0,2,California,CA
2021-01-12,Contra Costa,13,783,1148,4,105,California,CA
2021-01-12,Del Norte,15,14,1,0,0,California,CA
2021-01-12,El Dorado,17,189,212,0,20,California,CA
2021-01-12,Fresno,19,1526,1703,4,174,California,CA
2021-01-12,Glenn,21,50,74,0,2,California,CA
2021-01-12,Humboldt,23,31,60,1,3,California,CA
2021-01-12,Imperial,25,144,174,1,21,California,CA
2021-01-12,Inyo,27,39,66,0,12,California,CA
2021-01-12,Kern,29,1021,1105,0,73,California,CA
2021-01-12,Kings,31,148,133,0,24,California,CA
2021-01-12,Lake,33,61,110,0,13,California,CA
2021-01-12,Lassen,35,14,33,0,1,California,CA
2021-01-12,Los Angeles,37,19314,23756,92,2806,California,CA
2021-01-12,Madera,39,197,302,0,25,California,CA
2021-01-12,Marin,41,372,424,2,49,California,CA
2021-01-12,Mariposa,43,1,0,0,0,California,CA
2021-01-12,Mendocino,45,5,29,1,2,California,CA
2021-01-12,Merced,47,200,223,1,6,California,CA
2021-01-12,Modoc,49,47,45,0,2,California,CA
2021-01-12,Monterey,53,431,534,0,38,California,CA
2021-01-12,Napa,55,179,100,2,17,California,CA
2021-01-12,Nevada,57,140,208,0,46,California,CA
2021-01-12,Orange,59,4895,5495,17,567,California,CA
2021-01-12,Placer,61,411,630,1,30,California,CA
2021-01-12,Plumas,63,2,1,0,1,California,CA
2021-01-12,Riverside,65,3086,3842,12,275,California,CA
2021-01-12,Sacramento,67,2062,2962,6,187,California,CA
2021-01-12,San Benito,69,27,17,1,3,California,CA
2021-01-12,San Bernardino,71,2998,3956,11,292,California,CA
2021-01-12,San Diego,73,4310,5101,12,338,California,CA
2021-01-12,San Francisco,75,564,704,3,44,California,CA
2021-01-12,San Joaquin,77,1507,2005,3,183,California,CA
2021-01-12,San Luis Obispo,79,244,296,0,38,California,CA
2021-01-12,San Mateo,81,581,942,5,103,California,CA
2021-01-12,Santa Barbara,83,586,499,1,19,California,CA
2021-01-12,Santa Clara,85,2345,2922,9,244,California,CA
2021-01-12,Santa Cruz,87,298,513,0,57,California,CA
2021-01-12,Shasta,89,414,371,0,45,California,CA
2021-01-12,Sierra,91,1,0,0,0,California,CA
2021-01-12,Siskiyou,93,1,1,0,0,California,CA
2021-01-12,Solano,95,264,468,1,22,California,CA
2021-01-12,Sonoma,97,601,708,1,35,California,CA
2021-01-12,Stanislaus,99,1255,1594,1,159,California,CA
2021-01-12,Sutter,101,235,264,0,5,California,CA
2021-01-12,Tehama,103,20,57,0,13,California,CA
2021-01-12,Trinity,105,11,1,0,1,California,CA
2021-01-12,Tulare,107,786,981,1,144,California,CA
2021-01-12,Tuolumne,109,30,60,0,3,California,CA
2021-01-12,Ventura,111,1076,1165,1,49,California,CA
2021-01-12,Yolo,113,264,283,2,41,California,CA
2021-01-12,Yuba,115,31,37,0,2,California,CA
2021-01-13,Alameda,1,1741,2566,9,158,California,CA
2021-01-13,Amador,5,29,62,0,19,California,CA
2021-01-13,Butte,7,336,543,1,35,California,CA
2021-01-13,Calaveras,9,21,58,0,1,California,CA
2021-01-13,Colusa,11,73,43,0,2,California,CA
2021-01-13,Contra Costa,13,788,1153,4,105,California,CA
2021-01-13,Del Norte,15,14,1,0,0,California,CA
2021-01-13,El Dorado,17,193,216,0,20,California,CA
2021-01-13,Fresno,19,1535,1739,4,178,California,CA
2021-01-13,Glenn,21,50,74,0,2,California,CA
2021-01-13,Humboldt,23,31,60,1,3,California,CA
2021-01-13,Imperial,25,144,174,1,21,California,CA
2021-01-13,Inyo,27,39,66,0,12,California,CA
2021-01-13,Kern,29,1031,1107,0,73,California,CA
2021-01-13,Kings,31,158,133,0,24,California,CA
2021-01-13,Lake,33,61,110,0,13,California,CA
2021-01-13,Lassen,35,14,33,0,1,California,CA
2021-01-13,Los Angeles,37,19504,23924,96,2829,California,CA
2021-01-13,Madera,39,198,302,0,25,California,CA
2021-01-13,Marin,41,375,443,2,49,California,CA
2021-01-13,Mariposa,43,1,0,0,0,California,CA
2021-01-13,Mendocino,45,5,29,1,2,California,CA
2021-01-13,Merced,47,201,224,1,6,California,CA
2021-01-13,Modoc,49,47,46,0,2,California,CA
2021-01-13,Monterey,53,446,537,0,41,California,CA
2021-01-13,Napa,55,183,100,2,17,California,CA
2021-01-13,Nevada,57,140,208,0,47,California,CA
2021-01-13,Orange,59,4940,5543,17,574,California,CA
2021-01-13,Placer,61,415,632,1,31,California,CA
2021-01-13,Plumas,63,2,1,0,1,California,CA
2021-01-13,Riverside,65,3125,3886,12,279,California,CA
2021-01-13,Sacramento,67,2074,2965,6,188,California,CA
2021-01-13,San Benito,69,27,17,1,3,California,CA
2021-01-13,San Bernardino,71,3028,3980,11,293,California,CA
2021-01-13,San Diego,73,4375,5220,12,342,California,CA
2021-01-13,San Francisco,75,571,707,3,44,California,CA
2021-01-13,San Joaquin,77,1513,2010,3,185,California,CA
2021-01-13,San Luis Obispo,79,246,299,0,40,California,CA
2021-01-13,San Mateo,81,601,942,5,106,California,CA
2021-01-13,Santa Barbara,83,590,506,1,20,California,CA
2021-01-13,Santa Clara,85,2378,2939,9,245,California,CA
2021-01-13,Santa Cruz,87,300,516,0,68,California,CA
2021-01-13,Shasta,89,420,376,0,45,California,CA
2021-01-13,Sierra,91,1,0,0,0,California,CA
2021-01-13,Siskiyou,93,1,1,0,0,California,CA
2021-01-13,Solano,95,265,468,1,22,California,CA
2021-01-13,Sonoma,97,605,711,1,36,California,CA
2021-01-13,Stanislaus,99,1272,1596,1,159,California,CA
2021-01-13,Sutter,101,235,266,0,5,California,CA
2021-01-13,Tehama,103,20,57,0,13,California,CA
2021-01-13,Trinity,105,11,1,0,1,California,CA
2021-01-13,Tulare,107,788,982,1,145,California,CA
2021-01-13,Tuolumne,109,30,60,0,3,California,CA
2021-01-13,Ventura,111,1095,1174,1,50,California,CA
2021-01-13,Yolo,113,265,284,2,41,California,CA
2021-01-13,Yuba,115,32,39,0,2,California,CA
2021-01-14,Alameda,1,1832,2668,8,158,California,CA
2021-01-14,Amador,5,29,62,0,19,California,CA
2021-01-14,Butte,7,346,547,1,35,California,CA
2021-01-14,Calaveras,9,21,58,0,1,California,CA
2021-01-14,Colusa,11,73,43,0,2,California,CA
2021-01-14,Contra Costa,13,789,1159,4,105,California,CA
2021-01-14,Del Norte,15,15,1,0,0,California,CA
2021-01-14,El Dorado,17,193,216,0,21,California,CA
2021-01-14,Fresno,19,1539,1742,4,179,California,CA
2021-01-14,Glenn,21,51,74,0,2,California,CA
2021-01-14,Humboldt,23,31,60,1,3,California,CA
2021-01-14,Imperial,25,144,174,1,21,California,CA
2021-01-14,Inyo,27,39,66,0,12,California,CA
2021-01-14,Kern,29,1033,1114,0,73,California,CA
2021-01-14,Kings,31,158,133,0,24,California,CA
2021-01-14,Lake,33,61,110,0,13,California,CA
2021-01-14,Lassen,35,14,33,0,1,California,CA
2021-01-14,Los Angeles,37,19669,24175,96,2874,California,CA
2021-01-14,Madera,39,199,302,0,25,California,CA
2021-01-14,Marin,41,377,448,2,49,California,CA
2021-01-14,Mariposa,43,1,0,0,0,California,CA
2021-01-14,Mendocino,45,5,29,1,2,California,CA
2021-01-14,Merced,47,202,226,1,6,California,CA
2021-01-14,Modoc,49,47,46,0,2,California,CA
2021-01-14,Monterey,53,460,575,0,42,California,CA
2021-01-14,Napa,55,186,100,2,17,California,CA
2021-01-14,Nevada,57,150,208,0,47,California,CA
2021-01-14,Orange,59,4978,5652,17,575,California,CA
2021-01-14,Placer,61,416,634,1,32,California,CA
2021-01-14,Plumas,63,2,1,0,1,California,CA
2021-01-14,Riverside,65,3151,3947,12,290,California,CA
2021-01-14,Sacramento,67,2086,2984,6,188,California,CA
2021-01-14,San Benito,69,27,17,1,3,California,CA
2021-01-14,San Bernardino,71,3053,4005,11,303,California,CA
2021-01-14,San Diego,73,4429,5310,12,345,California,CA
2021-01-14,San Francisco,75,575,709,3,44,California,CA
2021-01-14,San Joaquin,77,1519,2029,3,186,California,CA
2021-01-14,San Luis Obispo,79,257,309,0,40,California,CA
2021-01-14,San Mateo,81,640,953,5,107,California,CA
2021-01-14,Santa Barbara,83,596,519,1,20,California,CA
2021-01-14,Santa Clara,85,2387,2984,9,246,California,CA
2021-01-14,Santa Cruz,87,301,517,0,69,California,CA
2021-01-14,Shasta,89,422,379,0,45,California,CA
2021-01-14,Sierra,91,1,0,0,0,California,CA
2021-01-14,Siskiyou,93,1,1,0,0,California,CA
2021-01-14,Solano,95,279,472,1,23,California,CA
2021-01-14,Sonoma,97,614,712,1,36,California,CA
2021-01-14,Stanislaus,99,1277,1597,1,160,California,CA
2021-01-14,Sutter,101,236,268,0,5,California,CA
2021-01-14,Tehama,103,20,57,0,13,California,CA
2021-01-14,Trinity,105,11,1,0,1,California,CA
2021-01-14,Tulare,107,789,982,1,145,California,CA
2021-01-14,Tuolumne,109,30,60,0,3,California,CA
2021-01-14,Ventura,111,1103,1209,2,51,California,CA
2021-01-14,Yolo,113,267,284,2,41,California,CA
2021-01-14,Yuba,115,33,45,0,2,California,CA
2021-01-15,Alameda,1,1847,2677,8,168,California,CA
2021-01-15,Amador,5,29,62,0,19,California,CA
2021-01-15,Butte,7,348,547,1,35,California,CA
2021-01-15,Calaveras,9,21,58,0,1,California,CA
2021-01-15,Colusa,11,73,43,0,2,California,CA
2021-01-15,Contra Costa,13,805,1204,4,106,California,CA
2021-01-15,Del Norte,15,15,1,0,0,California,CA
2021-01-15,El Dorado,17,193,216,0,21,California,CA
2021-01-15,Fresno,19,1546,1750,4,179,California,CA
2021-01-15,Glenn,21,53,74,0,2,California,CA
2021-01-15,Humboldt,23,31,60,1,3,California,CA
2021-01-15,Imperial,25,144,174,1,21,California,CA
2021-01-15,Inyo,27,39,66,0,12,California,CA
2021-01-15,Kern,29,1044,1120,0,73,California,CA
2021-01-15,Kings,31,160,133,0,24,California,CA
2021-01-15,Lake,33,62,110,0,13,California,CA
2021-01-15,Lassen,35,14,33,0,1,California,CA
2021-01-15,Los Angeles,37,19797,24405,97,2898,California,CA
2021-01-15,Madera,39,199,302,0,25,California,CA
2021-01-15,Marin,41,390,459,2,49,California,CA
2021-01-15,Mariposa,43,1,0,0,0,California,CA
2021-01-15,Mendocino,45,5,29,1,2,California,CA
2021-01-15,Merced,47,205,226,1,6,California,CA
2021-01-15,Modoc,49,47,46,0,2,California,CA
2021-01-15,Monterey,53,471,575,0,43,California,CA
2021-01-15,Napa,55,191,100,2,18,California,CA
2021-01-15,Nevada,57,150,208,0,47,California,CA
2021-01-15,Orange,59,5003,5712,17,596,California,CA
2021-01-15,Placer,61,416,634,1,43,California,CA
2021-01-15,Plumas,63,2,1,0,1,California,CA
2021-01-15,Riverside,65,3170,3974,12,292,California,CA
2021-01-15,Sacramento,67,2125,3007,6,188,California,CA
2021-01-15,San Benito,69,28,17,1,3,California,CA
2021-01-15,San Bernardino,71,3062,4025,12,305,California,CA
2021-01-15,San Diego,73,4487,5403,12,348,California,CA
2021-01-15,San Francisco,75,589,712,3,44,California,CA
2021-01-15,San Joaquin,77,1523,2034,3,187,California,CA
2021-01-15,San Luis Obispo,79,258,309,0,40,California,CA
2021-01-15,San Mateo,81,644,979,5,112,California,CA
2021-01-15,Santa Barbara,83,598,523,1,20,California,CA
2021-01-15,Santa Clara,85,2395,3006,10,246,California,CA
2021-01-15,Santa Cruz,87,302,525,0,72,California,CA
2021-01-15,Shasta,89,432,379,0,45,California,CA
2021-01-15,Sierra,91,1,0,0,0,California,CA
2021-01-15,Siskiyou,93,1,1,0,0,California,CA
2021-01-15,Solano,95,284,473,1,23,California,CA
2021-01-15,Sonoma,97,619,724,1,36,California,CA
2021-01-15,Stanislaus,99,1285,1609,1,160,California,CA
2021-01-15,Sutter,101,237,271,0,5,California,CA
2021-01-15,Tehama,103,20,57,0,13,California,CA
2021-01-15,Trinity,105,11,1,0,1,California,CA
2021-01-15,Tulare,107,800,982,1,145,California,CA
2021-01-15,Tuolumne,109,30,60,0,3,California,CA
2021-01-15,Ventura,111,1122,1266,2,52,California,CA
2021-01-15,Yolo,113,267,284,2,41,California,CA
2021-01-15,Yuba,115,36,50,0,2,California,CA
2021-01-16,Alameda,1,1854,2737,8,169,California,CA
2021-01-16,Amador,5,29,62,0,19,California,CA
2021-01-16,Butte,7,348,547,1,35,California,CA
2021-01-16,Calaveras,9,21,58,0,1,California,CA
2021-01-16,Colusa,11,73,43,0,2,California,CA
2021-01-16,Contra Costa,13,810,1214,5,106,California,CA
2021-01-16,Del Norte,15,15,1,0,0,California,CA
2021-01-16,El Dorado,17,195,217,0,21,California,CA
2021-01-16,Fresno,19,1554,1752,4,179,California,CA
2021-01-16,Glenn,21,53,74,0,2,California,CA
2021-01-16,Humboldt,23,31,60,1,3,California,CA
2021-01-16,Imperial,25,144,174,1,21,California,CA
2021-01-16,Inyo,27,39,66,0,12,California,CA
2021-01-16,Kern,29,1045,1123,0,73,California,CA
2021-01-16,Kings,31,168,165,0,24,California,CA
2021-01-16,Lake,33,62,110,0,13,California,CA
2021-01-16,Lassen,35,14,33,0,1,California,CA
2021-01-16,Los Angeles,37,19871,24475,97,2919,California,CA
2021-01-16,Madera,39,199,302,0,25,California,CA
2021-01-16,Marin,41,390,460,2,49,California,CA
2021-01-16,Mariposa,43,1,0,0,0,California,CA
2021-01-16,Mendocino,45,5,29,1,2,California,CA
2021-01-16,Merced,47,205,226,1,6,California,CA
2021-01-16,Modoc,49,47,46,0,2,California,CA
2021-01-16,Monterey,53,473,585,0,45,California,CA
2021-01-16,Napa,55,192,102,2,18,California,CA
2021-01-16,Nevada,57,150,208,0,47,California,CA
2021-01-16,Orange,59,5015,5729,17,596,California,CA
2021-01-16,Placer,61,416,635,1,43,California,CA
2021-01-16,Plumas,63,2,1,0,1,California,CA
2021-01-16,Riverside,65,3182,4002,12,292,California,CA
2021-01-16,Sacramento,67,2127,3009,6,188,California,CA
2021-01-16,San Benito,69,29,17,1,3,California,CA
2021-01-16,San Bernardino,71,3076,4033,12,305,California,CA
2021-01-16,San Diego,73,4509,5425,12,351,California,CA
2021-01-16,San Francisco,75,595,734,3,44,California,CA
2021-01-16,San Joaquin,77,1523,2034,3,187,California,CA
2021-01-16,San Luis Obispo,79,261,313,0,41,California,CA
2021-01-16,San Mateo,81,646,1001,5,113,California,CA
2021-01-16,Santa Barbara,83,601,526,1,20,California,CA
2021-01-16,Santa Clara,85,2401,3016,10,247,California,CA
2021-01-16,Santa Cruz,87,302,526,0,72,California,CA
2021-01-16,Shasta,89,435,381,0,45,California,CA
2021-01-16,Sierra,91,1,0,0,0,California,CA
2021-01-16,Siskiyou,93,1,1,0,0,California,CA
2021-01-16,Solano,95,296,484,1,23,California,CA
2021-01-16,Sonoma,97,622,741,1,36,California,CA
2021-01-16,Stanislaus,99,1287,1613,1,161,California,CA
2021-01-16,Sutter,101,237,271,0,5,California,CA
